1671,672.733775946849
1671.25,672.575396201665
1671.5,670.933297343708
1671.75,668.268480775531
1672,666.178653697101
1672.25,665.979900976274
1672.5,666.804009100483
1672.75,666.889886712889
1673,665.446557513726
1673.25,664.062095941846
1673.5,664.581640777855
1673.75,666.548736324585
1674,667.202545941316
1674.25,664.816418338792
1674.5,664.96825871514
1674.75,676.092005481463
1675,695.337629701581
1675.25,692.869450236965
1675.5,637.49175957366
1675.75,562.334158468853
1676,565.360024179565
1676.25,568.385889890276
1676.5,571.411755600987
1676.75,574.437621311698
1677,577.463487022409
1677.25,580.48935273312
1677.5,583.515218443831
1677.75,586.541084154543
1678,589.566949865254
1678.25,592.592815575965
1678.5,595.618681286676
1678.75,598.644546997387
1679,601.670412708098
1679.25,604.696278418809
1679.5,607.722144129521
1679.75,610.748009840232
1680,613.773875550943
1680.25,616.799741261654
1680.5,619.825606972365
1680.75,622.851472683076
1681,625.877338393787
1681.25,628.903204104499
1681.5,631.92906981521
1681.75,634.954935525921
1682,637.980801236632
1682.25,641.006666947343
1682.5,644.032532658054
1682.75,647.058398368765
1683,650.084264079477
1683.25,653.110129790188
1683.5,656.135995500899
1683.75,659.16186121161
1684,662.187726922321
1684.25,665.213592633032
1684.5,668.239458343743
1684.75,671.265324054454
1685,674.291189765166
1685.25,672.103509579356
1685.5,672.430529163707
1685.75,676.396438226708
1686,681.292391684665
1686.25,684.056530241096
1686.5,684.270054654688
1686.75,683.944779071739
1687,684.836270697477
1687.25,686.1391017615
1687.5,685.900653410379
1687.75,683.060453223021
1688,679.521890529618
1688.25,677.776279075804
1688.5,678.794766766905
1688.75,681.107990063298
1689,683.080608900509
1689.25,683.861331084663
1689.5,683.189479866035
1689.75,681.015894644254
1690,678.42363657074
1690.25,676.89786836218
1690.5,677.231761667463
1690.75,678.429543736025
1691,679.241828903341
1691.25,679.392785577287
1691.5,679.744303364205
1691.75,681.067327706601
1692,682.657686028858
1692.25,682.996533620278
1692.5,681.186427825092
1692.75,678.81683945257
1693,678.074727196518
1693.25,679.569932859076
1693.5,681.031462707698
1693.75,680.027628963198
1694,676.697833558529
1694.25,673.377108118133
1694.5,672.129694652388
1694.75,672.773035834982
1695,674.216490221816
1695.25,675.518232484069
1695.5,676.13174139195
1695.75,675.594747090781
1696,674.054165174139
1696.25,672.353688569817
1696.5,671.293247848798
1696.75,670.946844472285
1697,671.009124750796
1697.25,671.363426967446
1697.5,672.541512282294
1697.75,675.188396432176
1698,678.868872459247
1698.25,681.639432335496
1698.5,681.702745275618
1698.75,680.157699596799
1699,679.922415718062
1699.25,683.069056137415
1699.5,687.59045627189
1699.75,690.301583480876
1700,689.701402834869
1700.25,687.757394018573
1700.5,686.80738948566
1700.75,687.658307098363
1701,689.456104015823
1701.25,691.280067243611
1701.5,692.36894786195
1701.75,692.050424322876
1702,689.992463469658
1702.25,687.389788111251
1702.5,685.86250662039
1702.75,686.140116389323
1703,686.924692548097
1703.25,686.684118635024
1703.5,685.263658548993
1703.75,684.082609623915
1704,684.470868579527
1704.25,685.952921104399
1704.5,686.990771330015
1704.75,686.356736685246
1705,684.262730209428
1705.25,681.320296494775
1705.5,678.119536005919
1705.75,675.204886739286
1706,673.096475905138
1706.25,671.867049016914
1706.5,671.128949586541
1706.75,670.498971086736
1707,669.786766950968
1707.25,668.890198392765
1707.5,667.776008108711
1707.75,666.608949981848
1708,665.581374012998
1708.25,664.627374023382
1708.5,663.373470283419
1708.75,661.537638070102
1709,659.731845157975
1709.25,659.004205960834
1709.5,659.953190419593
1709.75,661.898042443099
1710,663.943550397726
1710.25,665.445022145327
1710.5,666.02088995611
1710.75,665.410954908263
1711,664.088381153609
1711.25,662.828055658375
1711.5,662.069698423892
1711.75,661.425751542466
1712,660.416716711134
1712.25,659.27804544802
1712.5,658.935804586224
1712.75,660.055914132901
1713,661.590665702887
1713.25,661.869229613766
1713.5,660.289375593853
1713.75,658.42377685042
1714,657.998893592043
1714.25,658.991463785817
1714.5,659.978464095405
1714.75,659.813690695503
1715,658.804946678623
1715.25,657.675199028628
1715.5,656.955989534228
1715.75,656.865836845707
1716,657.558153783717
1716.25,658.787496716767
1716.5,660.061088282664
1716.75,660.943437842263
1717,661.206926753412
1717.25,660.681024532295
1717.5,659.656538357442
1717.75,659.002659375732
1718,659.467839925326
1718.25,660.516690691052
1718.5,660.988498220683
1718.75,660.352670813121
1719,659.788270242344
1719.25,660.702641544424
1719.5,663.12973114905
1719.75,665.692320101658
1720,667.136496161917
1720.25,667.394096692505
1720.5,666.859480101052
1720.75,666.131097596924
1721,666.279076333422
1721.25,668.372894326704
1721.5,672.052072609794
1721.75,675.590675924046
1722,677.547384730711
1722.25,678.622895008762
1722.5,680.350156136997
1722.75,683.4793020085
1723,686.718473483793
1723.25,688.479024597686
1723.5,688.216840786211
1723.75,686.655865242736
1724,684.593455953899
1724.25,682.793519584624
1724.5,681.998789785267
1724.75,682.736786939434
1725,684.473540371852
1725.25,686.349130352966
1725.5,687.762290712329
1725.75,688.686025391506
1726,689.171066941913
1726.25,689.282085183328
1726.5,689.099305706816
1726.75,688.727439814722
1727,688.513887935706
1727.25,688.948477335846
1727.5,690.407238029813
1727.75,692.722238363013
1728,695.565687629544
1728.25,698.605494337774
1728.5,701.499747411768
1728.75,703.903217837741
1729,705.399321064003
1729.25,705.481191785259
1729.5,703.70239610821
1729.75,700.615114405214
1730,697.544189830061
1730.25,695.705146574426
1730.5,695.286735751757
1730.75,695.988499743045
1731,697.402799274814
1731.25,698.692747461929
1731.5,698.914224432854
1731.75,697.771741278156
1732,696.392256851814
1732.25,696.058227941064
1732.5,696.836160270072
1732.75,697.254747208286
1733,695.908981721409
1733.25,693.623196088696
1733.5,692.823193670821
1733.75,695.460967468323
1734,700.157252365487
1734.25,704.192909328666
1734.5,705.623068503488
1734.75,705.055687179172
1735,703.619578042173
1735.25,702.202127466437
1735.5,701.222241612348
1735.75,701.034080943719
1736,701.640409519258
1736.25,702.626861773603
1736.5,703.551959197848
1736.75,703.936075581023
1737,703.272480692838
1737.25,701.227039124664
1737.5,698.672437917916
1737.75,696.994952651661
1738,697.226251838096
1738.25,698.999301942639
1738.5,701.604009628644
1738.75,704.317163733942
1739,706.387756942406
1739.25,707.088448088134
1739.5,706.664342496127
1739.75,706.576537619114
1740,708.255100935353
1740.25,711.429231742887
1740.5,714.471636895551
1740.75,715.902726422921
1741,715.811543485134
1741.25,715.075993148071
1741.5,714.434415559854
1741.75,713.834570932232
1742,712.957071349548
1742.25,711.663493891202
1742.5,710.460927178987
1742.75,709.998951582886
1743,710.620824293985
1743.25,711.960248231543
1743.5,713.553321813088
1743.75,715.077238043417
1744,716.420231247334
1744.25,717.485935525606
1744.5,718.133463477646
1744.75,718.176789884503
1745,717.480980869385
1745.25,716.627189372728
1745.5,716.710240990211
1745.75,718.671449342588
1746,722.041106309414
1746.25,725.632490980714
1746.5,728.403398412123
1746.75,730.157221825583
1747,730.993091968882
1747.25,730.969409648929
1747.5,729.971743622159
1747.75,727.840224322229
1748,724.698280432396
1748.25,721.61961437041
1748.5,719.875468606329
1748.75,720.037353315738
1749,720.861996949752
1749.25,720.82574848622
1749.5,719.433097900165
1749.75,718.09475446461
1750,718.397411247227
1750.25,720.596630253017
1750.5,723.139514260216
1750.75,724.399536905497
1751,723.964050175582
1751.25,722.599874051668
1751.5,721.096764235635
1751.75,719.88152167511
1752,719.112410717384
1752.25,718.936404619051
1752.5,719.453625225782
1752.75,720.738511089518
1753,722.734376902033
1753.25,724.561688470491
1753.5,725.021860231146
1753.75,723.430676216258
1754,721.37769966876
1754.25,721.079505784836
1754.5,723.851279793459
1754.75,728.05805445247
1755,731.464844760593
1755.25,732.518676407658
1755.5,731.261796089846
