,rri_1,rri_2,rri_3,rri_4,rri_5,rri_6,rri_7,rri_8,rri_9,rri_10,rri_11,rri_12,rri_13,rri_14,rri_15,rri_16,rri_17,rri_18,rri_19,rri_20,rri_21,rri_22,rri_23,rri_24,rri_25,rri_26,rri_27,rri_28
1,0.4749316708192185,0.1202642437521674,-0.881503838567387,0.22104467803308847,0.5533641746233969,-0.7850925061504724,1.641381618000423,-0.47852343270589104,-1.621639317655813,0.7426187904564482,-0.34310288399620736,0.10361678517511502,-0.3264452243896753,-2.165466068829622,1.7637897380231422,2.3567176082622163,-0.6580767886210023,0.48075008719998086,1.3439545681368634,-0.5449997147522205,0.602487465675969,-3.8903311335689095,-0.7554049530676783,0.5694343791542003,-0.3623327000593257,0.550125654336702,0.6392956482273728,-1.8791584344369194
2,0.42749348587835323,-0.07508388971748375,-1.0497629612984276,0.3663448323423796,0.7089504598316084,-0.7834428618449529,1.3320495650922686,-0.43680052601190134,-1.475045602092134,0.2615230329782344,-0.385130732117498,0.12699468348596749,-0.7600973954736923,-2.0380621886549486,2.162415876976465,2.140521716885975,-1.2857514664123377,0.5900297191273777,1.968113337000238,-1.157654630981048,0.7342695719131821,-3.6275422933763357,-1.4299966482476012,0.8243324919226459,-0.33428718093282395,0.3672727260535854,0.9076749331874894,-2.7646618069358713
3,0.43212604597178544,-0.1933341034559301,-1.3149500730133374,0.48674520903745083,0.7683415247561987,-0.7845324126416746,1.6892594375414414,-0.3900751593161604,-1.491483169362109,0.030156583189333515,-0.43664916150636096,0.11136129590004891,-0.8581481598252099,-2.031479188908629,2.577129025557658,1.980463328301472,-1.7101725256915514,0.6406828997466474,2.607533764741669,-1.0464698038624771,0.8689932773115764,-3.905431974130029,-2.0380025325732483,1.083110244311249,-0.43117072722486505,0.5236130797108869,1.1004451380796085,-3.3775342326399582
4,0.5160188993267609,-0.19167862466964078,-1.5804964424797878,0.5614474980109041,0.7750653444527389,-0.7683199733435331,2.3835321470009787,-0.306207909527192,-1.6085487509270897,0.15045506421282218,-0.41304024615514195,0.06542815692686006,-0.6408445939834801,-2.0687614381787434,2.9310985306396304,1.763505787771767,-1.7679402040958283,0.6134953965789506,3.1425722624098675,-0.5813925552774721,0.9111183489793415,-4.466268953626356,-2.3234011869597206,1.2245363984269984,-0.5606337931767958,0.8485290321800496,1.095284916260541,-3.490606562636626
5,0.6685071778109558,-0.03623793734934665,-1.759490211586568,0.5774555180729152,0.7735865317687133,-0.7158183672581082,3.1131919501342726,-0.1960636589443065,-1.656408825360867,0.5426255611008741,-0.30106939062153915,0.007027807754052849,-0.356921625396004,-2.0773080382390554,3.1575060823752943,1.4099748935562118,-1.5645979092506896,0.5118136152777834,3.4655822132667415,-0.28056147169656,0.8750346694568196,-5.078092655879036,-2.253814865545945,1.1477264008671642,-0.6358125429757685,1.1073807808750988,0.8350352030823434,-3.0588429220496263
6,0.8366855236780129,0.2312599152964738,-1.7900187242706878,0.5346839666799286,0.8029544263564921,-0.6170710378375159,3.6245234016534345,-0.13487640092535505,-1.5103754565909693,0.9890657152876148,-0.21105265478489954,-0.029324540600713985,-0.24224486579718266,-1.9981145926395911,3.1991647868584083,1.0014830887058217,-1.2508430962370585,0.3394967151827541,3.5008700471103285,-0.4827266281228526,0.8051747873532504,-5.536146249249454,-1.9190204812764473,0.8763067787033243,-0.6289533176174604,1.095349378170349,0.4602934127389846,-2.350325516017318
7,0.9702787741890744,0.5162617672122236,-1.6886493612623916,0.4349659118004457,0.8704766530009032,-0.5128990196786948,3.815669637031391,-0.1964536003215853,-1.276659340194472,1.2892954186075782,-0.25585641923131375,-0.01512624170162127,-0.41985059696803484,-1.8452562811380995,3.0047960800823046,0.6763486099674989,-0.9623034684127902,0.11371860834570029,3.2251360939788496,-0.921191111727402,0.7414217086119383,-5.751872972374835,-1.401485541356394,0.5154107973398556,-0.5650646754478017,0.8065062780414696,0.141137002602957,-1.6416475835032214
8,1.0342030788749341,0.7321962733220978,-1.490315894981935,0.28777764443559867,0.9514059466454551,-0.46125755483525055,3.6497477339119406,-0.4472219755052591,-1.1401378866179082,1.280300493407644,-0.4500023501676954,0.03256817607667356,-0.7403978539130252,-1.6706519051357704,2.5321605480041067,0.55936325043852,-0.7882889061079499,-0.06731327062416231,2.623113372759628,-1.1959206491507006,0.7025663147263623,-5.743309502980667,-0.7902790600605526,0.16158586720574267,-0.4701640517817363,0.43041837686188383,0.03063568430952716,-1.18174303957851
9,1.0260383516983949,0.8286862342984231,-1.2264594457954905,0.10783641820254268,1.021800440180373,-0.5142526673651509,3.0937832276453334,-0.9267682586083769,-1.170189259555912,1.0241114547660068,-0.6176567953694411,0.07522634017248091,-1.0223623287777137,-1.521746397156713,1.837672101386528,0.6940507151527435,-0.6804100635845939,-0.08429991256362131,1.6865144232407259,-1.031952083350677,0.6706169062295422,-5.5310992676369315,-0.20126397052320424,-0.09897637327197255,-0.38888808778457784,0.14757499696255125,0.2334282675934383,-1.1400802404732853
10,0.9488016744662148,0.8286940638002026,-0.9255725796937312,-0.08438263539240234,1.0598747268920834,-0.6899721859617557,2.153372959754192,-1.5068051521782835,-1.1913487324718148,0.7142621710528334,-0.5761110043908046,0.09711372066399285,-1.1156042952872367,-1.4264104813157559,1.0690846128961056,0.9379647078599063,-0.563477819785571,0.16955005883175486,0.5437849220757124,-0.6332646552825465,0.6251250935210003,-5.1338740336805655,0.25602693331581894,-0.22400637501289958,-0.37812058103590046,0.07221691954664979,0.6389143950509593,-1.3974721486375887
